date,day_of_week,month,year,day_of_month,quarter,is_ramadan,is_payday,is_navruz,transaction_volume,avg_transaction_value,region
2021-01-06,2,1,2021,6,1,0.0,0,0,1427714,15838,Fergana
2021-01-07,3,1,2021,7,1,0.0,0,0,1470041,15367,Fergana
2021-01-08,4,1,2021,8,1,0.0,0,0,1509955,15278,Tashkent
2021-01-09,5,1,2021,9,1,0.0,0,0,1149983,14222,Samarkand
2021-01-10,6,1,2021,10,1,0.0,1,0,1250056,13878,Namangan
2021-01-11,0,1,2021,11,1,0.0,0,0,1346618,15357,Tashkent
2021-01-12,1,1,2021,12,1,0.0,0,0,1384966,15297,Andijan
2021-01-13,2,1,2021,13,1,0.0,0,0,1423159,15778,Samarkand
2021-01-14,3,1,2021,14,1,0.0,0,0,1452347,14120,Tashkent
2021-01-15,4,1,2021,15,1,0.0,0,0,1382753,14423,Tashkent
2021-01-16,5,1,2021,16,1,0.0,0,0,1120043,13299,Andijan
2021-01-17,6,1,2021,17,1,0.0,0,0,1079063,14300,Tashkent
2021-01-18,0,1,2021,18,1,0.0,0,0,1392807,15415,Namangan
2021-01-19,1,1,2021,19,1,0.0,0,0,1348542,14248,Namangan
2021-01-20,2,1,2021,20,1,0.0,0,0,1377344,15137,Tashkent
2021-01-21,3,1,2021,21,1,0.0,0,0,1353985,14476,Tashkent
2021-01-22,4,1,2021,22,1,0.0,0,0,1376671,14891,Fergana
2021-01-23,5,1,2021,23,1,0.0,0,0,1165507,13717,Tashkent
2021-01-24,6,1,2021,24,1,0.0,0,0,1076816,14707,Fergana
2021-01-25,0,1,2021,25,1,0.0,1,0,1936727,12249,Tashkent
2021-01-26,1,1,2021,26,1,0.0,0,0,1465837,14496,Samarkand
2021-01-27,2,1,2021,27,1,0.0,0,0,1449331,13345,Fergana
2021-01-28,3,1,2021,28,1,0.0,0,0,1390479,15617,Tashkent
2021-01-29,4,1,2021,29,1,0.0,0,0,1481512,15278,Tashkent
2021-01-30,5,1,2021,30,1,0.0,0,0,1099142,15033,Tashkent
2021-01-31,6,1,2021,31,1,0.0,0,0,1131498,15880,Tashkent
2021-02-01,0,2,2021,1,1,0.0,0,0,1351015,13907,Samarkand
2021-02-02,1,2,2021,2,1,0.0,0,0,1221847,16068,Namangan
2021-02-03,2,2,2021,3,1,0.0,0,0,1284037,15419,Tashkent
2021-02-04,3,2,2021,4,1,0.0,0,0,1194089,14488,Samarkand
2021-02-05,4,2,2021,5,1,0.0,0,0,1227971,15589,Fergana
2021-02-06,5,2,2021,6,1,0.0,0,0,1027972,13799,Tashkent
2021-02-07,6,2,2021,7,1,0.0,0,0,936696,14028,Tashkent
2021-02-08,0,2,2021,8,1,0.0,0,0,1322209,14204,Andijan
2021-02-09,1,2,2021,9,1,0.0,0,0,1268811,14271,Fergana
2021-02-10,2,2,2021,10,1,0.0,1,0,1472717,13853,Samarkand
2021-02-11,3,2,2021,11,1,0.0,0,0,1267245,15680,Samarkand
2021-02-12,4,2,2021,12,1,0.0,0,0,1285154,14498,Tashkent
2021-02-13,5,2,2021,13,1,0.0,0,0,989724,14991,Samarkand
2021-02-14,6,2,2021,14,1,0.0,0,0,905819,14256,Samarkand
2021-02-15,0,2,2021,15,1,0.0,0,0,1204117,13259,Samarkand
2021-02-16,1,2,2021,16,1,0.0,0,0,1228954,14935,Tashkent
2021-02-17,2,2,2021,17,1,0.0,0,0,1238600,13193,Tashkent
2021-02-18,3,2,2021,18,1,0.0,0,0,1274224,14671,Tashkent
2021-02-19,4,2,2021,19,1,0.0,0,0,1253258,13635,Andijan
2021-02-20,5,2,2021,20,1,0.0,0,0,919577,16323,Tashkent
2021-02-21,6,2,2021,21,1,0.0,0,0,987080,15466,Samarkand
2021-02-22,0,2,2021,22,1,0.0,0,0,1278060,14825,Tashkent
2021-02-23,1,2,2021,23,1,0.0,0,0,1276610,15754,Tashkent
2021-02-24,2,2,2021,24,1,0.0,0,0,1303739,14070,Fergana
2021-02-25,3,2,2021,25,1,0.0,1,0,1576847,15185,Samarkand
2021-02-26,4,2,2021,26,1,0.0,0,0,1274832,14914,Samarkand
2021-02-27,5,2,2021,27,1,0.0,0,0,974522,14969,Tashkent
2021-02-28,6,2,2021,28,1,0.0,0,0,913113,15779,Fergana
2021-03-01,0,3,2021,1,1,0.0,0,0,1679741,15350,Tashkent
2021-03-02,1,3,2021,2,1,0.0,0,0,1666497,14999,Tashkent
2021-03-03,2,3,2021,3,1,0.0,0,0,1672142,13448,Samarkand
2021-03-04,3,3,2021,4,1,0.0,0,0,1571028,14007,Tashkent
2021-03-05,4,3,2021,5,1,0.0,0,0,1585335,14680,Tashkent
2021-03-06,5,3,2021,6,1,0.0,0,0,1348041,14857,Samarkand
2021-03-07,6,3,2021,7,1,0.0,0,0,1292600,13881,Fergana
2021-03-08,0,3,2021,8,1,0.0,0,0,1706502,16718,Namangan
2021-03-09,1,3,2021,9,1,0.0,0,0,1664513,16006,Tashkent
2021-03-10,2,3,2021,10,1,0.0,1,0,2032550,15278,Tashkent
2021-03-11,3,3,2021,11,1,0.0,0,0,1727966,14857,Tashkent
2021-03-12,4,3,2021,12,1,0.0,0,0,1632468,14633,Andijan
2021-03-13,5,3,2021,13,1,0.0,0,0,1306271,14045,Samarkand
2021-03-14,6,3,2021,14,1,0.0,0,0,1278292,14872,Fergana
2021-03-15,0,3,2021,15,1,0.0,0,0,1642087,15020,Tashkent
2021-03-16,1,3,2021,16,1,0.0,0,0,1651868,13824,Samarkand
2021-03-17,2,3,2021,17,1,0.0,0,0,1688848,15088,Tashkent
2021-03-18,3,3,2021,18,1,0.0,0,0,1643314,14700,Samarkand
2021-03-19,4,3,2021,19,1,0.0,0,0,1761050,13301,Andijan
2021-03-20,5,3,2021,20,1,0.0,0,1,1703958,14143,Andijan
2021-03-21,6,3,2021,21,1,0.0,0,1,1755478,14504,Samarkand
2021-03-22,0,3,2021,22,1,0.0,0,1,2229572,16348,Samarkand
2021-03-23,1,3,2021,23,1,0.0,0,1,2402888,15287,Andijan
2021-03-24,2,3,2021,24,1,0.0,0,0,1697204,13777,Fergana
2021-03-25,3,3,2021,25,1,0.0,1,0,2141050,15237,Tashkent
2021-03-26,4,3,2021,26,1,0.0,0,0,1586594,13614,Samarkand
2021-03-27,5,3,2021,27,1,0.0,0,0,1330912,15722,Tashkent
2021-03-28,6,3,2021,28,1,0.0,0,0,1364866,14482,Samarkand
2021-03-29,0,3,2021,29,1,0.0,0,0,1696702,14788,Samarkand
2021-03-30,1,3,2021,30,1,0.0,0,0,1764711,15927,Samarkand
2021-03-31,2,3,2021,31,1,0.0,0,0,1658962,13840,Tashkent
2021-04-01,3,4,2021,1,2,0.0,0,0,1404170,13755,Tashkent
2021-04-02,4,4,2021,2,2,0.0,0,0,1452701,14410,Samarkand
2021-04-03,5,4,2021,3,2,0.0,0,0,1023495,15711,Namangan
2021-04-04,6,4,2021,4,2,0.0,0,0,1020928,13668,Fergana
2021-04-05,0,4,2021,5,2,0.0,0,0,1411302,12621,Tashkent
2021-04-06,1,4,2021,6,2,0.0,0,0,1419240,14530,Andijan
2021-04-07,2,4,2021,7,2,0.0,0,0,1308090,15335,Andijan
2021-04-08,3,4,2021,8,2,0.0,0,0,1314694,15858,Tashkent
2021-04-09,4,4,2021,9,2,0.0,0,0,1323221,14530,Tashkent
2021-04-10,5,4,2021,10,2,0.0,1,0,1206068,14575,Fergana
2021-04-11,6,4,2021,11,2,0.0,0,0,1007231,15831,Namangan
2021-04-12,0,4,2021,12,2,1.0,0,0,1133292,13416,Andijan
2021-04-13,1,4,2021,13,2,1.0,0,0,1145427,14604,Namangan
2021-04-14,2,4,2021,14,2,1.0,0,0,1181084,15071,Samarkand
2021-04-15,3,4,2021,15,2,1.0,0,0,1194820,15281,Samarkand
2021-04-16,4,4,2021,16,2,1.0,0,0,1258215,14518,Tashkent
2021-04-17,5,4,2021,17,2,1.0,0,0,887946,14957,Tashkent
2021-04-18,6,4,2021,18,2,1.0,0,0,962113,12942,Samarkand
2021-04-19,0,4,2021,19,2,1.0,0,0,1177595,14409,Samarkand
2021-04-20,1,4,2021,20,2,1.0,0,0,1186420,15302,Samarkand
2021-04-21,2,4,2021,21,2,1.0,0,0,1221899,14157,Fergana
2021-04-22,3,4,2021,22,2,1.0,0,0,1137317,14994,Tashkent
2021-04-23,4,4,2021,23,2,1.0,0,0,1210038,15307,Samarkand
2021-04-24,5,4,2021,24,2,1.0,0,0,936595,14679,Tashkent
2021-04-25,6,4,2021,25,2,1.0,1,0,1158432,15093,Tashkent
2021-04-26,0,4,2021,26,2,1.0,0,0,1208671,14190,Fergana
2021-04-27,1,4,2021,27,2,1.0,0,0,1313315,14799,Fergana
2021-04-28,2,4,2021,28,2,1.0,0,0,1166351,15456,Andijan
2021-04-29,3,4,2021,29,2,1.0,0,0,1172458,15097,Tashkent
2021-04-30,4,4,2021,30,2,1.0,0,0,1169036,14505,Samarkand
2021-05-01,5,5,2021,1,2,1.0,0,0,952510,15157,Tashkent
2021-05-02,6,5,2021,2,2,1.0,0,0,950125,15553,Tashkent
2021-05-03,0,5,2021,3,2,1.0,0,0,1310542,13345,Namangan
2021-05-04,1,5,2021,4,2,1.0,0,0,1323250,15916,Fergana
2021-05-05,2,5,2021,5,2,1.0,0,0,1224560,14723,Namangan
2021-05-06,3,5,2021,6,2,1.0,0,0,1212477,15336,Tashkent
2021-05-07,4,5,2021,7,2,1.0,0,0,1278973,15957,Namangan
2021-05-08,5,5,2021,8,2,1.0,0,0,958322,13905,Tashkent
2021-05-09,6,5,2021,9,2,1.0,0,0,1005633,14438,Namangan
2021-05-10,0,5,2021,10,2,1.0,1,0,1547841,14779,Tashkent
2021-05-11,1,5,2021,11,2,1.0,0,0,1183209,14386,Tashkent
2021-05-12,2,5,2021,12,2,1.0,0,0,1338683,16404,Samarkand
2021-05-13,3,5,2021,13,2,0.0,0,0,1536769,14335,Andijan
2021-05-14,4,5,2021,14,2,0.0,0,0,1399819,14579,Tashkent
2021-05-15,5,5,2021,15,2,0.0,0,0,1102873,15191,Tashkent
2021-05-16,6,5,2021,16,2,0.0,0,0,1134019,14069,Namangan
2021-05-17,0,5,2021,17,2,0.0,0,0,1457903,14717,Tashkent
2021-05-18,1,5,2021,18,2,0.0,0,0,1477809,15291,Tashkent
2021-05-19,2,5,2021,19,2,0.0,0,0,1556981,14775,Tashkent
2021-05-20,3,5,2021,20,2,0.0,0,0,1432121,14970,Tashkent
2021-05-21,4,5,2021,21,2,0.0,0,0,1397461,14625,Andijan
2021-05-22,5,5,2021,22,2,0.0,0,0,1064755,13840,Fergana
2021-05-23,6,5,2021,23,2,0.0,0,0,1094913,15312,Samarkand
2021-05-24,0,5,2021,24,2,0.0,0,0,1445324,16462,Andijan
2021-05-25,1,5,2021,25,2,0.0,1,0,1893986,15077,Samarkand
2021-05-26,2,5,2021,26,2,0.0,0,0,1419689,15246,Tashkent
2021-05-27,3,5,2021,27,2,0.0,0,0,1463925,15623,Tashkent
2021-05-28,4,5,2021,28,2,0.0,0,0,1451217,14057,Tashkent
2021-05-29,5,5,2021,29,2,0.0,0,0,1187546,16438,Tashkent
2021-05-30,6,5,2021,30,2,0.0,0,0,1249305,15241,Andijan
2021-05-31,0,5,2021,31,2,0.0,0,0,1424964,16388,Fergana
2021-06-01,1,6,2021,1,2,0.0,0,0,1358561,14500,Tashkent
2021-06-02,2,6,2021,2,2,0.0,0,0,1444792,16544,Samarkand
2021-06-03,3,6,2021,3,2,0.0,0,0,1425907,15714,Fergana
2021-06-04,4,6,2021,4,2,0.0,0,0,1491847,15539,Andijan
2021-06-05,5,6,2021,5,2,0.0,0,0,1109850,15288,Namangan
2021-06-06,6,6,2021,6,2,0.0,0,0,1069841,14905,Samarkand
2021-06-07,0,6,2021,7,2,0.0,0,0,1425681,16068,Fergana
2021-06-08,1,6,2021,8,2,0.0,0,0,1455778,15223,Samarkand
2021-06-09,2,6,2021,9,2,0.0,0,0,1440932,13541,Samarkand
2021-06-10,3,6,2021,10,2,0.0,1,0,1738090,14224,Tashkent
2021-06-11,4,6,2021,11,2,0.0,0,0,1457146,14973,Tashkent
2021-06-12,5,6,2021,12,2,0.0,0,0,1142019,15373,Samarkand
2021-06-13,6,6,2021,13,2,0.0,0,0,1152287,15083,Tashkent
2021-06-14,0,6,2021,14,2,0.0,0,0,1437442,16107,Tashkent
2021-06-15,1,6,2021,15,2,0.0,0,0,1392904,13575,Fergana
2021-06-16,2,6,2021,16,2,0.0,0,0,1411706,15254,Tashkent
2021-06-17,3,6,2021,17,2,0.0,0,0,1472453,13688,Samarkand
2021-06-18,4,6,2021,18,2,0.0,0,0,1359918,15754,Samarkand
2021-06-19,5,6,2021,19,2,0.0,0,0,1113686,15074,Andijan
2021-06-20,6,6,2021,20,2,0.0,0,0,1081153,15489,Samarkand
2021-06-21,0,6,2021,21,2,0.0,0,0,1411068,14465,Tashkent
2021-06-22,1,6,2021,22,2,0.0,0,0,1482784,16184,Samarkand
2021-06-23,2,6,2021,23,2,0.0,0,0,1422638,15997,Namangan
2021-06-24,3,6,2021,24,2,0.0,0,0,1415671,15634,Andijan
2021-06-25,4,6,2021,25,2,0.0,1,0,1631532,15067,Tashkent
2021-06-26,5,6,2021,26,2,0.0,0,0,1137007,15638,Tashkent
2021-06-27,6,6,2021,27,2,0.0,0,0,1133520,14612,Andijan
2021-06-28,0,6,2021,28,2,0.0,0,0,1540546,15865,Tashkent
2021-06-29,1,6,2021,29,2,0.0,0,0,1401594,16504,Samarkand
2021-06-30,2,6,2021,30,2,0.0,0,0,1432721,16044,Tashkent
2021-07-01,3,7,2021,1,3,0.0,0,0,1420858,14608,Tashkent
2021-07-02,4,7,2021,2,3,0.0,0,0,1496864,15484,Tashkent
2021-07-03,5,7,2021,3,3,0.0,0,0,1095000,14164,Tashkent
2021-07-04,6,7,2021,4,3,0.0,0,0,1112403,15660,Fergana
2021-07-05,0,7,2021,5,3,0.0,0,0,1445941,15566,Andijan
2021-07-06,1,7,2021,6,3,0.0,0,0,1423362,13713,Tashkent
2021-07-07,2,7,2021,7,3,0.0,0,0,1388767,14283,Namangan
2021-07-08,3,7,2021,8,3,0.0,0,0,1426207,14989,Tashkent
2021-07-09,4,7,2021,9,3,0.0,0,0,1477252,14979,Samarkand
2021-07-10,5,7,2021,10,3,0.0,1,0,1293623,14255,Tashkent
2021-07-11,6,7,2021,11,3,0.0,0,0,1112576,15538,Andijan
2021-07-12,0,7,2021,12,3,0.0,0,0,1380272,15431,Fergana
2021-07-13,1,7,2021,13,3,0.0,0,0,1489186,15078,Fergana
2021-07-14,2,7,2021,14,3,0.0,0,0,1335789,14632,Namangan
2021-07-15,3,7,2021,15,3,0.0,0,0,1391837,16079,Samarkand
2021-07-16,4,7,2021,16,3,0.0,0,0,1446376,16568,Andijan
2021-07-17,5,7,2021,17,3,0.0,0,0,1182005,14861,Fergana
2021-07-18,6,7,2021,18,3,0.0,0,0,1110366,14761,Andijan
2021-07-19,0,7,2021,19,3,0.0,0,0,1396790,15647,Samarkand
2021-07-20,1,7,2021,20,3,0.0,0,0,1537311,14972,Tashkent
2021-07-21,2,7,2021,21,3,0.0,0,0,1348064,15150,Samarkand
2021-07-22,3,7,2021,22,3,0.0,0,0,1306200,15857,Tashkent
2021-07-23,4,7,2021,23,3,0.0,0,0,1458608,13741,Samarkand
2021-07-24,5,7,2021,24,3,0.0,0,0,1096515,16327,Samarkand
2021-07-25,6,7,2021,25,3,0.0,1,0,1310511,15334,Samarkand
2021-07-26,0,7,2021,26,3,0.0,0,0,1477757,14950,Tashkent
2021-07-27,1,7,2021,27,3,0.0,0,0,1452287,15211,Tashkent
2021-07-28,2,7,2021,28,3,0.0,0,0,1407005,15256,Samarkand
2021-07-29,3,7,2021,29,3,0.0,0,0,1366927,13905,Andijan
2021-07-30,4,7,2021,30,3,0.0,0,0,1492255,16489,Tashkent
2021-07-31,5,7,2021,31,3,0.0,0,0,1154941,15330,Tashkent
2021-08-01,6,8,2021,1,3,0.0,0,0,1168909,15654,Fergana
2021-08-02,0,8,2021,2,3,0.0,0,0,1617080,16065,Samarkand
2021-08-03,1,8,2021,3,3,0.0,0,0,1442620,14490,Tashkent
2021-08-04,2,8,2021,4,3,0.0,0,0,1416367,15689,Tashkent
2021-08-05,3,8,2021,5,3,0.0,0,0,1467911,15100,Tashkent
2021-08-06,4,8,2021,6,3,0.0,0,0,1508223,15995,Andijan
2021-08-07,5,8,2021,7,3,0.0,0,0,1191046,13619,Tashkent
2021-08-08,6,8,2021,8,3,0.0,0,0,1169176,15245,Tashkent
2021-08-09,0,8,2021,9,3,0.0,0,0,1536168,14846,Tashkent
2021-08-10,1,8,2021,10,3,0.0,1,0,1757074,15677,Tashkent
2021-08-11,2,8,2021,11,3,0.0,0,0,1605045,15711,Fergana
2021-08-12,3,8,2021,12,3,0.0,0,0,1513713,14772,Tashkent
2021-08-13,4,8,2021,13,3,0.0,0,0,1587926,14772,Tashkent
2021-08-14,5,8,2021,14,3,0.0,0,0,1202871,15257,Samarkand
2021-08-15,6,8,2021,15,3,0.0,0,0,1209311,14632,Tashkent
2021-08-16,0,8,2021,16,3,0.0,0,0,1558606,16026,Tashkent
2021-08-17,1,8,2021,17,3,0.0,0,0,1552485,15061,Namangan
2021-08-18,2,8,2021,18,3,0.0,0,0,1565713,13034,Fergana
2021-08-19,3,8,2021,19,3,0.0,0,0,1608992,15063,Andijan
2021-08-20,4,8,2021,20,3,0.0,0,0,1541086,14536,Namangan
2021-08-21,5,8,2021,21,3,0.0,0,0,1227539,14065,Fergana
2021-08-22,6,8,2021,22,3,0.0,0,0,1190412,14384,Tashkent
2021-08-23,0,8,2021,23,3,0.0,0,0,1621276,15465,Fergana
2021-08-24,1,8,2021,24,3,0.0,0,0,1492763,16443,Namangan
2021-08-25,2,8,2021,25,3,0.0,1,0,2008361,15635,Fergana
2021-08-26,3,8,2021,26,3,0.0,0,0,1534415,14902,Samarkand
2021-08-27,4,8,2021,27,3,0.0,0,0,1450159,15756,Tashkent
2021-08-28,5,8,2021,28,3,0.0,0,0,1206962,15027,Namangan
2021-08-29,6,8,2021,29,3,0.0,0,0,1169090,14842,Fergana
2021-08-30,0,8,2021,30,3,0.0,0,0,1593973,14478,Andijan
2021-08-31,1,8,2021,31,3,0.0,0,0,1503139,14004,Tashkent
2021-09-01,2,9,2021,1,3,0.0,0,0,1593031,15097,Tashkent
2021-09-02,3,9,2021,2,3,0.0,0,0,1500663,15538,Tashkent
2021-09-03,4,9,2021,3,3,0.0,0,0,1595344,15338,Fergana
2021-09-04,5,9,2021,4,3,0.0,0,0,1145399,15086,Tashkent
2021-09-05,6,9,2021,5,3,0.0,0,0,1189025,14666,Tashkent
2021-09-06,0,9,2021,6,3,0.0,0,0,1678433,15913,Andijan
2021-09-07,1,9,2021,7,3,0.0,0,0,1681515,14376,Tashkent
2021-09-08,2,9,2021,8,3,0.0,0,0,1659427,16054,Namangan
2021-09-09,3,9,2021,9,3,0.0,0,0,1569882,14635,Tashkent
2021-09-10,4,9,2021,10,3,0.0,1,0,1990206,14838,Namangan
2021-09-11,5,9,2021,11,3,0.0,0,0,1275760,14270,Samarkand
2021-09-12,6,9,2021,12,3,0.0,0,0,1217858,15046,Andijan
2021-09-13,0,9,2021,13,3,0.0,0,0,1737148,16231,Andijan
2021-09-14,1,9,2021,14,3,0.0,0,0,1697557,15867,Tashkent
2021-09-15,2,9,2021,15,3,0.0,0,0,1626889,16240,Tashkent
2021-09-16,3,9,2021,16,3,0.0,0,0,1644559,15879,Tashkent
2021-09-17,4,9,2021,17,3,0.0,0,0,1657894,14582,Fergana
2021-09-18,5,9,2021,18,3,0.0,0,0,1178730,15203,Namangan
2021-09-19,6,9,2021,19,3,0.0,0,0,1271948,14847,Samarkand
2021-09-20,0,9,2021,20,3,0.0,0,0,1603420,16539,Samarkand
2021-09-21,1,9,2021,21,3,0.0,0,0,1583690,14521,Tashkent
2021-09-22,2,9,2021,22,3,0.0,0,0,1632626,16197,Namangan
2021-09-23,3,9,2021,23,3,0.0,0,0,1771430,16200,Andijan
2021-09-24,4,9,2021,24,3,0.0,0,0,1696399,16953,Tashkent
2021-09-25,5,9,2021,25,3,0.0,1,0,1539295,15165,Samarkand
2021-09-26,6,9,2021,26,3,0.0,0,0,1321914,16066,Tashkent
2021-09-27,0,9,2021,27,3,0.0,0,0,1751042,17325,Samarkand
2021-09-28,1,9,2021,28,3,0.0,0,0,1721016,15009,Samarkand
2021-09-29,2,9,2021,29,3,0.0,0,0,1665008,14278,Tashkent
2021-09-30,3,9,2021,30,3,0.0,0,0,1619438,14006,Tashkent
2021-10-01,4,10,2021,1,4,0.0,0,0,1759209,16084,Tashkent
2021-10-02,5,10,2021,2,4,0.0,0,0,1357064,14010,Samarkand
2021-10-03,6,10,2021,3,4,0.0,0,0,1385053,15223,Samarkand
2021-10-04,0,10,2021,4,4,0.0,0,0,1759373,15874,Tashkent
2021-10-05,1,10,2021,5,4,0.0,0,0,1789333,15676,Fergana
2021-10-06,2,10,2021,6,4,0.0,0,0,1681904,15871,Fergana
2021-10-07,3,10,2021,7,4,0.0,0,0,1810807,15712,Tashkent
2021-10-08,4,10,2021,8,4,0.0,0,0,1735232,16561,Tashkent
2021-10-09,5,10,2021,9,4,0.0,0,0,1455575,14780,Fergana
2021-10-10,6,10,2021,10,4,0.0,1,0,1595844,15003,Andijan
2021-10-11,0,10,2021,11,4,0.0,0,0,1845872,14930,Tashkent
2021-10-12,1,10,2021,12,4,0.0,0,0,1741163,16216,Tashkent
2021-10-13,2,10,2021,13,4,0.0,0,0,1683906,16276,Tashkent
2021-10-14,3,10,2021,14,4,0.0,0,0,1696934,15920,Samarkand
2021-10-15,4,10,2021,15,4,0.0,0,0,1709706,16509,Tashkent
2021-10-16,5,10,2021,16,4,0.0,0,0,1374969,14624,Tashkent
2021-10-17,6,10,2021,17,4,0.0,0,0,1381479,16903,Fergana
2021-10-18,0,10,2021,18,4,0.0,0,0,1696475,16792,Samarkand
2021-10-19,1,10,2021,19,4,0.0,0,0,1736104,16165,Tashkent
2021-10-20,2,10,2021,20,4,0.0,0,0,1888315,17005,Tashkent
2021-10-21,3,10,2021,21,4,0.0,0,0,1861043,14258,Samarkand
2021-10-22,4,10,2021,22,4,0.0,0,0,1772641,15167,Tashkent
2021-10-23,5,10,2021,23,4,0.0,0,0,1362165,15002,Tashkent
2021-10-24,6,10,2021,24,4,0.0,0,0,1367790,16171,Namangan
2021-10-25,0,10,2021,25,4,0.0,1,0,2183248,14757,Tashkent
2021-10-26,1,10,2021,26,4,0.0,0,0,1676647,16207,Fergana
2021-10-27,2,10,2021,27,4,0.0,0,0,1731641,16701,Andijan
2021-10-28,3,10,2021,28,4,0.0,0,0,1634265,16164,Tashkent
2021-10-29,4,10,2021,29,4,0.0,0,0,1780619,15839,Tashkent
2021-10-30,5,10,2021,30,4,0.0,0,0,1403635,14825,Samarkand
2021-10-31,6,10,2021,31,4,0.0,0,0,1342912,14941,Namangan
2021-11-01,0,11,2021,1,4,0.0,0,0,1902320,16622,Andijan
2021-11-02,1,11,2021,2,4,0.0,0,0,1703345,16249,Fergana
2021-11-03,2,11,2021,3,4,0.0,0,0,1687683,15598,Tashkent
2021-11-04,3,11,2021,4,4,0.0,0,0,1810323,15298,Fergana
2021-11-05,4,11,2021,5,4,0.0,0,0,1870953,14015,Tashkent
2021-11-06,5,11,2021,6,4,0.0,0,0,1496294,14783,Samarkand
2021-11-07,6,11,2021,7,4,0.0,0,0,1377307,17172,Tashkent
2021-11-08,0,11,2021,8,4,0.0,0,0,1878004,14622,Tashkent
2021-11-09,1,11,2021,9,4,0.0,0,0,1799081,15802,Fergana
2021-11-10,2,11,2021,10,4,0.0,1,0,2184942,16459,Samarkand
2021-11-11,3,11,2021,11,4,0.0,0,0,1868719,14653,Tashkent
2021-11-12,4,11,2021,12,4,0.0,0,0,1853592,15808,Tashkent
2021-11-13,5,11,2021,13,4,0.0,0,0,1321311,16414,Namangan
2021-11-14,6,11,2021,14,4,0.0,0,0,1494795,15677,Fergana
2021-11-15,0,11,2021,15,4,0.0,0,0,1911047,17966,Tashkent
2021-11-16,1,11,2021,16,4,0.0,0,0,1767253,14340,Tashkent
2021-11-17,2,11,2021,17,4,0.0,0,0,1842872,16525,Tashkent
2021-11-18,3,11,2021,18,4,0.0,0,0,1851573,15543,Andijan
2021-11-19,4,11,2021,19,4,0.0,0,0,1836185,16303,Samarkand
2021-11-20,5,11,2021,20,4,0.0,0,0,1387423,16042,Samarkand
2021-11-21,6,11,2021,21,4,0.0,0,0,1381712,15105,Samarkand
2021-11-22,0,11,2021,22,4,0.0,0,0,1820015,15879,Tashkent
2021-11-23,1,11,2021,23,4,0.0,0,0,1908962,14213,Namangan
2021-11-24,2,11,2021,24,4,0.0,0,0,1864659,16185,Samarkand
2021-11-25,3,11,2021,25,4,0.0,1,0,2195331,15945,Tashkent
2021-11-26,4,11,2021,26,4,0.0,0,0,1884511,16220,Tashkent
2021-11-27,5,11,2021,27,4,0.0,0,0,1264508,16559,Samarkand
2021-11-28,6,11,2021,28,4,0.0,0,0,1493963,16011,Andijan
2021-11-29,0,11,2021,29,4,0.0,0,0,1705211,15838,Tashkent
2021-11-30,1,11,2021,30,4,0.0,0,0,1807715,15019,Namangan
2021-12-01,2,12,2021,1,4,0.0,0,0,1881183,15157,Fergana
2021-12-02,3,12,2021,2,4,0.0,0,0,1868984,16680,Tashkent
2021-12-03,4,12,2021,3,4,0.0,0,0,2064337,16883,Tashkent
2021-12-04,5,12,2021,4,4,0.0,0,0,1511232,15547,Tashkent
2021-12-05,6,12,2021,5,4,0.0,0,0,1562716,15778,Fergana
2021-12-06,0,12,2021,6,4,0.0,0,0,1974061,15021,Tashkent
2021-12-07,1,12,2021,7,4,0.0,0,0,2017226,16686,Tashkent
2021-12-08,2,12,2021,8,4,0.0,0,0,1987226,16284,Samarkand
2021-12-09,3,12,2021,9,4,0.0,0,0,1881065,17308,Fergana
2021-12-10,4,12,2021,10,4,0.0,1,0,2517584,15056,Tashkent
2021-12-11,5,12,2021,11,4,0.0,0,0,1518636,15460,Tashkent
2021-12-12,6,12,2021,12,4,0.0,0,0,1454008,15951,Samarkand
2021-12-13,0,12,2021,13,4,0.0,0,0,1955505,16286,Samarkand
2021-12-14,1,12,2021,14,4,0.0,0,0,2110805,15600,Namangan
2021-12-15,2,12,2021,15,4,0.0,0,0,2060740,15078,Tashkent
2021-12-16,3,12,2021,16,4,0.0,0,0,1966838,16485,Namangan
2021-12-17,4,12,2021,17,4,0.0,0,0,1968463,16360,Fergana
2021-12-18,5,12,2021,18,4,0.0,0,0,1538428,15053,Samarkand
2021-12-19,6,12,2021,19,4,0.0,0,0,1689377,16874,Fergana
2021-12-20,0,12,2021,20,4,0.0,0,0,2032026,16730,Tashkent
2021-12-21,1,12,2021,21,4,0.0,0,0,2037609,15904,Tashkent
2021-12-22,2,12,2021,22,4,0.0,0,0,2087477,15864,Fergana
2021-12-23,3,12,2021,23,4,0.0,0,0,2025725,16247,Samarkand
2021-12-24,4,12,2021,24,4,0.0,0,0,1987457,15118,Samarkand
2021-12-25,5,12,2021,25,4,0.0,1,0,1897669,15835,Tashkent
2021-12-26,6,12,2021,26,4,0.0,0,0,1564618,14093,Andijan
2021-12-27,0,12,2021,27,4,0.0,0,0,2010396,16519,Samarkand
2021-12-28,1,12,2021,28,4,0.0,0,0,2073756,14572,Tashkent
2021-12-29,2,12,2021,29,4,0.0,0,0,2021010,17028,Tashkent
2021-12-30,3,12,2021,30,4,0.0,0,0,2077689,15564,Fergana
2021-12-31,4,12,2021,31,4,0.0,0,0,2013728,15663,Fergana
