date,day_of_week,month,year,day_of_month,quarter,is_ramadan,is_payday,is_navruz,transaction_volume,avg_transaction_value,region,usd_uzs_rate,usd_uzs_rate_lag7,usd_uzs_rate_change
2020-06-07,6,6,2020,7,2,0.0,0,0,392298,12150,Tashkent,10148.31,10139.3,0.000889
2020-06-08,0,6,2020,8,2,0.0,0,0,477116,14334,Andijan,10148.31,10139.3,0.000889
2020-06-09,1,6,2020,9,2,0.0,0,0,456999,14545,Tashkent,10153.19,10148.31,0.000481
2020-06-10,2,6,2020,10,2,0.0,1,0,562279,13367,Tashkent,10153.19,10148.31,0.000481
2020-06-11,3,6,2020,11,2,0.0,0,0,494346,13943,Samarkand,10153.19,10148.31,0.000481
2020-06-12,4,6,2020,12,2,0.0,0,0,498947,15411,Tashkent,10153.19,10148.31,0.000481
2020-06-13,5,6,2020,13,2,0.0,0,0,371560,13446,Tashkent,10153.19,10148.31,0.000481
2020-06-14,6,6,2020,14,2,0.0,0,0,395688,13007,Tashkent,10153.19,10148.31,0.000481
2020-06-15,0,6,2020,15,2,0.0,0,0,462175,15043,Samarkand,10153.19,10148.31,0.000481
2020-06-16,1,6,2020,16,2,0.0,0,0,494189,15432,Samarkand,10151.9,10153.19,-0.000127
2020-06-17,2,6,2020,17,2,0.0,0,0,471897,13868,Tashkent,10151.9,10153.19,-0.000127
2020-06-18,3,6,2020,18,2,0.0,0,0,483401,14678,Tashkent,10151.9,10153.19,-0.000127
2020-06-19,4,6,2020,19,2,0.0,0,0,497706,14945,Andijan,10151.9,10153.19,-0.000127
2020-06-20,5,6,2020,20,2,0.0,0,0,374458,13282,Tashkent,10151.9,10153.19,-0.000127
2020-06-21,6,6,2020,21,2,0.0,0,0,382165,13491,Tashkent,10151.9,10153.19,-0.000127
2020-06-22,0,6,2020,22,2,0.0,0,0,518079,14867,Tashkent,10151.9,10153.19,-0.000127
2020-06-23,1,6,2020,23,2,0.0,0,0,486954,15234,Samarkand,10172.76,10151.9,0.002055
2020-06-24,2,6,2020,24,2,0.0,0,0,515556,14340,Fergana,10172.76,10151.9,0.002055
2020-06-25,3,6,2020,25,2,0.0,1,0,581624,13189,Tashkent,10172.76,10151.9,0.002055
2020-06-26,4,6,2020,26,2,0.0,0,0,510319,15486,Fergana,10172.76,10151.9,0.002055
2020-06-27,5,6,2020,27,2,0.0,0,0,412615,13475,Tashkent,10172.76,10151.9,0.002055
2020-06-28,6,6,2020,28,2,0.0,0,0,351849,13635,Tashkent,10172.76,10151.9,0.002055
2020-06-29,0,6,2020,29,2,0.0,0,0,485035,14181,Fergana,10172.76,10151.9,0.002055
2020-06-30,1,6,2020,30,2,0.0,0,0,513005,15154,Tashkent,10173.38,10172.76,6.1e-05
2020-07-01,2,7,2020,1,3,0.0,0,0,757922,14597,Samarkand,10173.38,10172.76,6.1e-05
2020-07-02,3,7,2020,2,3,0.0,0,0,776132,14249,Tashkent,10173.38,10172.76,6.1e-05
2020-07-03,4,7,2020,3,3,0.0,0,0,746936,14292,Fergana,10173.38,10172.76,6.1e-05
2020-07-04,5,7,2020,4,3,0.0,0,0,599611,13959,Tashkent,10173.38,10172.76,6.1e-05
2020-07-05,6,7,2020,5,3,0.0,0,0,594326,14375,Namangan,10173.38,10172.76,6.1e-05
2020-07-06,0,7,2020,6,3,0.0,0,0,803228,11908,Tashkent,10173.38,10172.76,6.1e-05
2020-07-07,1,7,2020,7,3,0.0,0,0,775851,13698,Namangan,10184.73,10173.38,0.001116
2020-07-08,2,7,2020,8,3,0.0,0,0,779069,14132,Tashkent,10184.73,10173.38,0.001116
2020-07-09,3,7,2020,9,3,0.0,0,0,756667,13021,Fergana,10184.73,10173.38,0.001116
2020-07-10,4,7,2020,10,3,0.0,1,0,921073,14255,Tashkent,10184.73,10173.38,0.001116
2020-07-11,5,7,2020,11,3,0.0,0,0,590707,13785,Andijan,10184.73,10173.38,0.001116
2020-07-12,6,7,2020,12,3,0.0,0,0,611111,15357,Tashkent,10184.73,10173.38,0.001116
2020-07-13,0,7,2020,13,3,0.0,0,0,758963,15214,Tashkent,10184.73,10173.38,0.001116
2020-07-14,1,7,2020,14,3,0.0,0,0,781574,13587,Samarkand,10194.96,10184.73,0.001004
2020-07-15,2,7,2020,15,3,0.0,0,0,837470,13842,Tashkent,10194.96,10184.73,0.001004
2020-07-16,3,7,2020,16,3,0.0,0,0,800901,13907,Tashkent,10194.96,10184.73,0.001004
2020-07-17,4,7,2020,17,3,0.0,0,0,764490,13609,Andijan,10194.96,10184.73,0.001004
2020-07-18,5,7,2020,18,3,0.0,0,0,633750,14130,Andijan,10194.96,10184.73,0.001004
2020-07-19,6,7,2020,19,3,0.0,0,0,595330,13370,Tashkent,10194.96,10184.73,0.001004
2020-07-20,0,7,2020,20,3,0.0,0,0,713259,13076,Andijan,10194.96,10184.73,0.001004
2020-07-21,1,7,2020,21,3,0.0,0,0,745889,14482,Samarkand,10210.39,10194.96,0.001513
2020-07-22,2,7,2020,22,3,0.0,0,0,719679,14491,Tashkent,10210.39,10194.96,0.001513
2020-07-23,3,7,2020,23,3,0.0,0,0,767605,13348,Fergana,10210.39,10194.96,0.001513
2020-07-24,4,7,2020,24,3,0.0,0,0,779788,14711,Fergana,10210.39,10194.96,0.001513
2020-07-25,5,7,2020,25,3,0.0,1,0,791896,13493,Andijan,10210.39,10194.96,0.001513
2020-07-26,6,7,2020,26,3,0.0,0,0,616782,14204,Tashkent,10210.39,10194.96,0.001513
2020-07-27,0,7,2020,27,3,0.0,0,0,774357,14661,Fergana,10210.39,10194.96,0.001513
2020-07-28,1,7,2020,28,3,0.0,0,0,807807,13982,Tashkent,10207.69,10210.39,-0.000264
2020-07-29,2,7,2020,29,3,0.0,0,0,713321,14376,Tashkent,10207.69,10210.39,-0.000264
2020-07-30,3,7,2020,30,3,0.0,0,0,790579,13602,Tashkent,10207.69,10210.39,-0.000264
2020-07-31,4,7,2020,31,3,0.0,0,0,808034,13862,Andijan,10207.69,10210.39,-0.000264
2020-08-01,5,8,2020,1,3,0.0,0,0,599731,13858,Namangan,10207.69,10210.39,-0.000264
2020-08-02,6,8,2020,2,3,0.0,0,0,667160,13429,Fergana,10207.69,10210.39,-0.000264
2020-08-03,0,8,2020,3,3,0.0,0,0,829694,13888,Samarkand,10207.69,10210.39,-0.000264
2020-08-04,1,8,2020,4,3,0.0,0,0,805696,12794,Tashkent,10209.86,10207.69,0.000213
2020-08-05,2,8,2020,5,3,0.0,0,0,840758,13644,Tashkent,10209.86,10207.69,0.000213
2020-08-06,3,8,2020,6,3,0.0,0,0,895242,13812,Tashkent,10209.86,10207.69,0.000213
2020-08-07,4,8,2020,7,3,0.0,0,0,827373,13839,Tashkent,10209.86,10207.69,0.000213
2020-08-08,5,8,2020,8,3,0.0,0,0,647602,13854,Fergana,10209.86,10207.69,0.000213
2020-08-09,6,8,2020,9,3,0.0,0,0,629988,14001,Samarkand,10209.86,10207.69,0.000213
2020-08-10,0,8,2020,10,3,0.0,1,0,970512,14438,Tashkent,10209.86,10207.69,0.000213
2020-08-11,1,8,2020,11,3,0.0,0,0,851570,14757,Tashkent,10231.71,10209.86,0.00214
2020-08-12,2,8,2020,12,3,0.0,0,0,796649,13541,Tashkent,10231.71,10209.86,0.00214
2020-08-13,3,8,2020,13,3,0.0,0,0,827961,13102,Tashkent,10231.71,10209.86,0.00214
2020-08-14,4,8,2020,14,3,0.0,0,0,810512,13234,Andijan,10231.71,10209.86,0.00214
2020-08-15,5,8,2020,15,3,0.0,0,0,657421,13682,Samarkand,10231.71,10209.86,0.00214
2020-08-16,6,8,2020,16,3,0.0,0,0,654227,13793,Namangan,10231.71,10209.86,0.00214
2020-08-17,0,8,2020,17,3,0.0,0,0,862790,13463,Samarkand,10231.71,10209.86,0.00214
2020-08-18,1,8,2020,18,3,0.0,0,0,812199,13045,Tashkent,10246.71,10231.71,0.001466
2020-08-19,2,8,2020,19,3,0.0,0,0,820861,13721,Tashkent,10246.71,10231.71,0.001466
2020-08-20,3,8,2020,20,3,0.0,0,0,798009,14234,Namangan,10246.71,10231.71,0.001466
2020-08-21,4,8,2020,21,3,0.0,0,0,816458,14569,Fergana,10246.71,10231.71,0.001466
2020-08-22,5,8,2020,22,3,0.0,0,0,658705,13650,Tashkent,10246.71,10231.71,0.001466
2020-08-23,6,8,2020,23,3,0.0,0,0,669129,13769,Samarkand,10246.71,10231.71,0.001466
2020-08-24,0,8,2020,24,3,0.0,0,0,802614,13362,Samarkand,10246.71,10231.71,0.001466
2020-08-25,1,8,2020,25,3,0.0,1,0,1052950,14081,Samarkand,10262.87,10246.71,0.001577
2020-08-26,2,8,2020,26,3,0.0,0,0,880037,13431,Andijan,10262.87,10246.71,0.001577
2020-08-27,3,8,2020,27,3,0.0,0,0,849298,14572,Samarkand,10262.87,10246.71,0.001577
2020-08-28,4,8,2020,28,3,0.0,0,0,898966,12688,Samarkand,10262.87,10246.71,0.001577
2020-08-29,5,8,2020,29,3,0.0,0,0,632579,13833,Tashkent,10262.87,10246.71,0.001577
2020-08-30,6,8,2020,30,3,0.0,0,0,620812,14365,Tashkent,10262.87,10246.71,0.001577
2020-08-31,0,8,2020,31,3,0.0,0,0,778680,14275,Tashkent,10262.87,10246.71,0.001577
2020-09-01,1,9,2020,1,3,0.0,0,0,933711,16285,Tashkent,10262.87,10262.87,0.0
2020-09-02,2,9,2020,2,3,0.0,0,0,904820,14414,Fergana,10262.87,10262.87,0.0
2020-09-03,3,9,2020,3,3,0.0,0,0,880528,13335,Fergana,10270.08,10262.87,0.000703
2020-09-04,4,9,2020,4,3,0.0,0,0,893132,14065,Tashkent,10270.08,10262.87,0.000703
2020-09-05,5,9,2020,5,3,0.0,0,0,658472,12724,Namangan,10270.08,10262.87,0.000703
2020-09-06,6,9,2020,6,3,0.0,0,0,757612,14084,Tashkent,10270.08,10262.87,0.000703
2020-09-07,0,9,2020,7,3,0.0,0,0,890073,13486,Tashkent,10270.08,10262.87,0.000703
2020-09-08,1,9,2020,8,3,0.0,0,0,890127,14888,Tashkent,10274.17,10262.87,0.001101
2020-09-09,2,9,2020,9,3,0.0,0,0,912753,13719,Tashkent,10274.17,10262.87,0.001101
2020-09-10,3,9,2020,10,3,0.0,1,0,1103902,14069,Tashkent,10274.17,10270.08,0.000398
2020-09-11,4,9,2020,11,3,0.0,0,0,896469,13658,Samarkand,10274.17,10270.08,0.000398
2020-09-12,5,9,2020,12,3,0.0,0,0,671696,15561,Tashkent,10274.17,10270.08,0.000398
2020-09-13,6,9,2020,13,3,0.0,0,0,707310,13916,Andijan,10274.17,10270.08,0.000398
2020-09-14,0,9,2020,14,3,0.0,0,0,957839,15643,Tashkent,10274.17,10270.08,0.000398
2020-09-15,1,9,2020,15,3,0.0,0,0,939517,14831,Tashkent,10295.33,10274.17,0.00206
2020-09-16,2,9,2020,16,3,0.0,0,0,949160,14569,Tashkent,10295.33,10274.17,0.00206
2020-09-17,3,9,2020,17,3,0.0,0,0,874793,14482,Samarkand,10295.33,10274.17,0.00206
2020-09-18,4,9,2020,18,3,0.0,0,0,858433,14506,Tashkent,10295.33,10274.17,0.00206
2020-09-19,5,9,2020,19,3,0.0,0,0,694257,12652,Namangan,10295.33,10274.17,0.00206
2020-09-20,6,9,2020,20,3,0.0,0,0,699918,13974,Samarkand,10295.33,10274.17,0.00206
2020-09-21,0,9,2020,21,3,0.0,0,0,935316,14877,Samarkand,10295.33,10274.17,0.00206
2020-09-22,1,9,2020,22,3,0.0,0,0,836142,14165,Samarkand,10315.62,10295.33,0.001971
2020-09-23,2,9,2020,23,3,0.0,0,0,952539,13084,Tashkent,10315.62,10295.33,0.001971
2020-09-24,3,9,2020,24,3,0.0,0,0,892706,14170,Tashkent,10315.62,10295.33,0.001971
2020-09-25,4,9,2020,25,3,0.0,1,0,1078230,15578,Tashkent,10315.62,10295.33,0.001971
2020-09-26,5,9,2020,26,3,0.0,0,0,673515,15216,Samarkand,10315.62,10295.33,0.001971
2020-09-27,6,9,2020,27,3,0.0,0,0,656025,14172,Tashkent,10315.62,10295.33,0.001971
2020-09-28,0,9,2020,28,3,0.0,0,0,931126,14987,Tashkent,10315.62,10295.33,0.001971
2020-09-29,1,9,2020,29,3,0.0,0,0,904856,13936,Andijan,10321.21,10315.62,0.000542
2020-09-30,2,9,2020,30,3,0.0,0,0,856385,12869,Tashkent,10321.21,10315.62,0.000542
2020-10-01,3,10,2020,1,4,0.0,0,0,881412,13496,Namangan,10321.21,10315.62,0.000542
2020-10-02,4,10,2020,2,4,0.0,0,0,917861,15490,Fergana,10321.21,10315.62,0.000542
2020-10-03,5,10,2020,3,4,0.0,0,0,774784,14024,Tashkent,10321.21,10315.62,0.000542
2020-10-04,6,10,2020,4,4,0.0,0,0,719365,14052,Tashkent,10321.21,10315.62,0.000542
2020-10-05,0,10,2020,5,4,0.0,0,0,876651,14010,Tashkent,10321.21,10315.62,0.000542
2020-10-06,1,10,2020,6,4,0.0,0,0,924349,15777,Fergana,10339.68,10321.21,0.00179
2020-10-07,2,10,2020,7,4,0.0,0,0,924127,15558,Samarkand,10339.68,10321.21,0.00179
2020-10-08,3,10,2020,8,4,0.0,0,0,834238,16036,Fergana,10339.68,10321.21,0.00179
2020-10-09,4,10,2020,9,4,0.0,0,0,933877,14137,Andijan,10339.68,10321.21,0.00179
2020-10-10,5,10,2020,10,4,0.0,1,0,883135,14504,Fergana,10339.68,10321.21,0.00179
2020-10-11,6,10,2020,11,4,0.0,0,0,751615,13058,Tashkent,10339.68,10321.21,0.00179
2020-10-12,0,10,2020,12,4,0.0,0,0,1007694,15456,Tashkent,10339.68,10321.21,0.00179
2020-10-13,1,10,2020,13,4,0.0,0,0,981415,13344,Namangan,10364.48,10339.68,0.002399
2020-10-14,2,10,2020,14,4,0.0,0,0,929786,14455,Tashkent,10364.48,10339.68,0.002399
2020-10-15,3,10,2020,15,4,0.0,0,0,899059,13407,Tashkent,10364.48,10339.68,0.002399
2020-10-16,4,10,2020,16,4,0.0,0,0,1038407,13817,Fergana,10364.48,10339.68,0.002399
2020-10-17,5,10,2020,17,4,0.0,0,0,736731,13622,Tashkent,10364.48,10339.68,0.002399
2020-10-18,6,10,2020,18,4,0.0,0,0,736025,13809,Andijan,10364.48,10339.68,0.002399
2020-10-19,0,10,2020,19,4,0.0,0,0,942988,13868,Fergana,10364.48,10339.68,0.002399
2020-10-20,1,10,2020,20,4,0.0,0,0,952186,13864,Tashkent,10371.76,10364.48,0.000702
2020-10-21,2,10,2020,21,4,0.0,0,0,940045,14973,Andijan,10371.76,10364.48,0.000702
2020-10-22,3,10,2020,22,4,0.0,0,0,924594,13426,Tashkent,10371.76,10364.48,0.000702
2020-10-23,4,10,2020,23,4,0.0,0,0,926396,14489,Tashkent,10371.76,10364.48,0.000702
2020-10-24,5,10,2020,24,4,0.0,0,0,738408,15291,Tashkent,10371.76,10364.48,0.000702
2020-10-25,6,10,2020,25,4,0.0,1,0,883182,13909,Tashkent,10371.76,10364.48,0.000702
2020-10-26,0,10,2020,26,4,0.0,0,0,922457,13749,Samarkand,10371.76,10364.48,0.000702
2020-10-27,1,10,2020,27,4,0.0,0,0,954385,14143,Tashkent,10359.88,10371.76,-0.001145
2020-10-28,2,10,2020,28,4,0.0,0,0,941446,15274,Tashkent,10359.88,10371.76,-0.001145
2020-10-29,3,10,2020,29,4,0.0,0,0,1009225,14489,Tashkent,10359.88,10371.76,-0.001145
2020-10-30,4,10,2020,30,4,0.0,0,0,851735,13913,Fergana,10359.88,10371.76,-0.001145
2020-10-31,5,10,2020,31,4,0.0,0,0,776263,14728,Namangan,10359.88,10371.76,-0.001145
2020-11-01,6,11,2020,1,4,0.0,0,0,795999,13463,Tashkent,10359.88,10371.76,-0.001145
2020-11-02,0,11,2020,2,4,0.0,0,0,892200,14893,Tashkent,10359.88,10371.76,-0.001145
2020-11-03,1,11,2020,3,4,0.0,0,0,960367,14678,Tashkent,10366.86,10359.88,0.000674
2020-11-04,2,11,2020,4,4,0.0,0,0,960063,14109,Tashkent,10366.86,10359.88,0.000674
2020-11-05,3,11,2020,5,4,0.0,0,0,920457,13688,Fergana,10366.86,10359.88,0.000674
2020-11-06,4,11,2020,6,4,0.0,0,0,945828,13653,Fergana,10366.86,10359.88,0.000674
2020-11-07,5,11,2020,7,4,0.0,0,0,728230,14793,Tashkent,10366.86,10359.88,0.000674
2020-11-08,6,11,2020,8,4,0.0,0,0,816192,15352,Tashkent,10366.86,10359.88,0.000674
2020-11-09,0,11,2020,9,4,0.0,0,0,1015322,13863,Tashkent,10366.86,10359.88,0.000674
2020-11-10,1,11,2020,10,4,0.0,1,0,1255802,14743,Samarkand,10378.88,10366.86,0.001159
2020-11-11,2,11,2020,11,4,0.0,0,0,1008658,12710,Tashkent,10378.88,10366.86,0.001159
2020-11-12,3,11,2020,12,4,0.0,0,0,936879,13915,Andijan,10378.88,10366.86,0.001159
2020-11-13,4,11,2020,13,4,0.0,0,0,961422,14362,Fergana,10378.88,10366.86,0.001159
2020-11-14,5,11,2020,14,4,0.0,0,0,781638,13662,Tashkent,10378.88,10366.86,0.001159
2020-11-15,6,11,2020,15,4,0.0,0,0,729775,13644,Samarkand,10378.88,10366.86,0.001159
2020-11-16,0,11,2020,16,4,0.0,0,0,1012612,13863,Andijan,10378.88,10366.86,0.001159
2020-11-17,1,11,2020,17,4,0.0,0,0,975898,14634,Samarkand,10390.93,10378.88,0.001161
2020-11-18,2,11,2020,18,4,0.0,0,0,971422,14254,Tashkent,10390.93,10378.88,0.001161
2020-11-19,3,11,2020,19,4,0.0,0,0,1015117,12617,Tashkent,10390.93,10378.88,0.001161
2020-11-20,4,11,2020,20,4,0.0,0,0,1005442,12714,Namangan,10390.93,10378.88,0.001161
2020-11-21,5,11,2020,21,4,0.0,0,0,760071,13929,Samarkand,10390.93,10378.88,0.001161
2020-11-22,6,11,2020,22,4,0.0,0,0,807656,14784,Fergana,10390.93,10378.88,0.001161
2020-11-23,0,11,2020,23,4,0.0,0,0,947581,12223,Namangan,10390.93,10378.88,0.001161
2020-11-24,1,11,2020,24,4,0.0,0,0,1015673,14025,Namangan,10414.86,10390.93,0.002303
2020-11-25,2,11,2020,25,4,0.0,1,0,1239069,14008,Andijan,10414.86,10390.93,0.002303
2020-11-26,3,11,2020,26,4,0.0,0,0,980643,15543,Tashkent,10414.86,10390.93,0.002303
2020-11-27,4,11,2020,27,4,0.0,0,0,1006746,14127,Samarkand,10414.86,10390.93,0.002303
2020-11-28,5,11,2020,28,4,0.0,0,0,736984,14745,Fergana,10414.86,10390.93,0.002303
2020-11-29,6,11,2020,29,4,0.0,0,0,805168,14556,Fergana,10414.86,10390.93,0.002303
2020-11-30,0,11,2020,30,4,0.0,0,0,988950,12742,Samarkand,10414.86,10390.93,0.002303
2020-12-01,1,12,2020,1,4,0.0,0,0,1047322,15064,Tashkent,10427.38,10414.86,0.001202
2020-12-02,2,12,2020,2,4,0.0,0,0,1115520,14625,Fergana,10427.38,10414.86,0.001202
2020-12-03,3,12,2020,3,4,0.0,0,0,1041319,14863,Fergana,10427.38,10414.86,0.001202
2020-12-04,4,12,2020,4,4,0.0,0,0,1012000,17601,Tashkent,10427.38,10414.86,0.001202
2020-12-05,5,12,2020,5,4,0.0,0,0,785070,12796,Samarkand,10427.38,10414.86,0.001202
2020-12-06,6,12,2020,6,4,0.0,0,0,858221,15847,Tashkent,10427.38,10414.86,0.001202
2020-12-07,0,12,2020,7,4,0.0,0,0,1020091,14241,Tashkent,10427.38,10414.86,0.001202
2020-12-08,1,12,2020,8,4,0.0,0,0,1151603,14704,Tashkent,10443.07,10427.38,0.001505
2020-12-09,2,12,2020,9,4,0.0,0,0,987298,14441,Tashkent,10443.07,10427.38,0.001505
2020-12-10,3,12,2020,10,4,0.0,1,0,1404277,14142,Samarkand,10443.07,10427.38,0.001505
2020-12-11,4,12,2020,11,4,0.0,0,0,1087925,14029,Samarkand,10443.07,10427.38,0.001505
2020-12-12,5,12,2020,12,4,0.0,0,0,838936,14752,Fergana,10443.07,10427.38,0.001505
2020-12-13,6,12,2020,13,4,0.0,0,0,824538,13278,Namangan,10443.07,10427.38,0.001505
2020-12-14,0,12,2020,14,4,0.0,0,0,1098841,15095,Tashkent,10443.07,10427.38,0.001505
2020-12-15,1,12,2020,15,4,0.0,0,0,1080864,14166,Tashkent,10463.12,10443.07,0.00192
2020-12-16,2,12,2020,16,4,0.0,0,0,1131227,13598,Namangan,10463.12,10443.07,0.00192
2020-12-17,3,12,2020,17,4,0.0,0,0,1089289,14145,Tashkent,10463.12,10443.07,0.00192
2020-12-18,4,12,2020,18,4,0.0,0,0,1091782,15515,Andijan,10463.12,10443.07,0.00192
2020-12-19,5,12,2020,19,4,0.0,0,0,834898,14084,Namangan,10463.12,10443.07,0.00192
2020-12-20,6,12,2020,20,4,0.0,0,0,846009,14803,Samarkand,10463.12,10443.07,0.00192
2020-12-21,0,12,2020,21,4,0.0,0,0,1101424,13935,Andijan,10463.12,10443.07,0.00192
2020-12-22,1,12,2020,22,4,0.0,0,0,1014461,15129,Tashkent,10473.77,10463.12,0.001018
2020-12-23,2,12,2020,23,4,0.0,0,0,1031105,15075,Tashkent,10473.77,10463.12,0.001018
2020-12-24,3,12,2020,24,4,0.0,0,0,1123236,16009,Samarkand,10473.77,10463.12,0.001018
2020-12-25,4,12,2020,25,4,0.0,1,0,1341018,14393,Tashkent,10473.77,10463.12,0.001018
2020-12-26,5,12,2020,26,4,0.0,0,0,846004,15072,Andijan,10473.77,10463.12,0.001018
2020-12-27,6,12,2020,27,4,0.0,0,0,853630,14619,Tashkent,10473.77,10463.12,0.001018
2020-12-28,0,12,2020,28,4,0.0,0,0,1109738,15581,Samarkand,10473.77,10463.12,0.001018
2020-12-29,1,12,2020,29,4,0.0,0,0,1071800,13972,Samarkand,10476.92,10473.77,0.000301
2020-12-30,2,12,2020,30,4,0.0,0,0,1062250,15147,Fergana,10476.92,10473.77,0.000301
2020-12-31,3,12,2020,31,4,0.0,0,0,1105912,14399,Tashkent,10476.92,10473.77,0.000301
2021-01-01,4,1,2021,1,1,0.0,0,0,1352175,14507,Tashkent,10476.92,10473.77,0.000301
2021-01-02,5,1,2021,2,1,0.0,0,0,1116526,14635,Namangan,10476.92,10473.77,0.000301
2021-01-03,6,1,2021,3,1,0.0,0,0,1024640,14767,Tashkent,10476.92,10473.77,0.000301
2021-01-04,0,1,2021,4,1,0.0,0,0,1468920,14476,Namangan,10476.92,10473.77,0.000301
2021-01-05,1,1,2021,5,1,0.0,0,0,1438733,14744,Samarkand,10449.44,10476.92,-0.002623
2021-01-06,2,1,2021,6,1,0.0,0,0,1427714,15838,Fergana,10449.44,10476.92,-0.002623
2021-01-07,3,1,2021,7,1,0.0,0,0,1470041,15367,Fergana,10449.44,10476.92,-0.002623
2021-01-08,4,1,2021,8,1,0.0,0,0,1509955,15278,Tashkent,10449.44,10476.92,-0.002623
2021-01-09,5,1,2021,9,1,0.0,0,0,1149983,14222,Samarkand,10449.44,10476.92,-0.002623
2021-01-10,6,1,2021,10,1,0.0,1,0,1250056,13878,Namangan,10449.44,10476.92,-0.002623
2021-01-11,0,1,2021,11,1,0.0,0,0,1346618,15357,Tashkent,10449.44,10476.92,-0.002623
2021-01-12,1,1,2021,12,1,0.0,0,0,1384966,15297,Andijan,10473.2,10449.44,0.002274
2021-01-13,2,1,2021,13,1,0.0,0,0,1423159,15778,Samarkand,10473.2,10449.44,0.002274
2021-01-14,3,1,2021,14,1,0.0,0,0,1452347,14120,Tashkent,10473.2,10449.44,0.002274
2021-01-15,4,1,2021,15,1,0.0,0,0,1382753,14423,Tashkent,10473.2,10449.44,0.002274
2021-01-16,5,1,2021,16,1,0.0,0,0,1120043,13299,Andijan,10473.2,10449.44,0.002274
2021-01-17,6,1,2021,17,1,0.0,0,0,1079063,14300,Tashkent,10473.2,10449.44,0.002274
2021-01-18,0,1,2021,18,1,0.0,0,0,1392807,15415,Namangan,10473.2,10449.44,0.002274
2021-01-19,1,1,2021,19,1,0.0,0,0,1348542,14248,Namangan,10500.81,10473.2,0.002636
2021-01-20,2,1,2021,20,1,0.0,0,0,1377344,15137,Tashkent,10500.81,10473.2,0.002636
2021-01-21,3,1,2021,21,1,0.0,0,0,1353985,14476,Tashkent,10500.81,10473.2,0.002636
2021-01-22,4,1,2021,22,1,0.0,0,0,1376671,14891,Fergana,10500.81,10473.2,0.002636
2021-01-23,5,1,2021,23,1,0.0,0,0,1165507,13717,Tashkent,10500.81,10473.2,0.002636
2021-01-24,6,1,2021,24,1,0.0,0,0,1076816,14707,Fergana,10500.81,10473.2,0.002636
2021-01-25,0,1,2021,25,1,0.0,1,0,1936727,12249,Tashkent,10500.81,10473.2,0.002636
2021-01-26,1,1,2021,26,1,0.0,0,0,1465837,14496,Samarkand,10518.99,10500.81,0.001731
2021-01-27,2,1,2021,27,1,0.0,0,0,1449331,13345,Fergana,10518.99,10500.81,0.001731
2021-01-28,3,1,2021,28,1,0.0,0,0,1390479,15617,Tashkent,10518.99,10500.81,0.001731
2021-01-29,4,1,2021,29,1,0.0,0,0,1481512,15278,Tashkent,10518.99,10500.81,0.001731
2021-01-30,5,1,2021,30,1,0.0,0,0,1099142,15033,Tashkent,10518.99,10500.81,0.001731
2021-01-31,6,1,2021,31,1,0.0,0,0,1131498,15880,Tashkent,10518.99,10500.81,0.001731
2021-02-01,0,2,2021,1,1,0.0,0,0,1351015,13907,Samarkand,10518.99,10500.81,0.001731
2021-02-02,1,2,2021,2,1,0.0,0,0,1221847,16068,Namangan,10540.44,10518.99,0.002039
2021-02-03,2,2,2021,3,1,0.0,0,0,1284037,15419,Tashkent,10540.44,10518.99,0.002039
2021-02-04,3,2,2021,4,1,0.0,0,0,1194089,14488,Samarkand,10540.44,10518.99,0.002039
2021-02-05,4,2,2021,5,1,0.0,0,0,1227971,15589,Fergana,10540.44,10518.99,0.002039
2021-02-06,5,2,2021,6,1,0.0,0,0,1027972,13799,Tashkent,10540.44,10518.99,0.002039
2021-02-07,6,2,2021,7,1,0.0,0,0,936696,14028,Tashkent,10540.44,10518.99,0.002039
2021-02-08,0,2,2021,8,1,0.0,0,0,1322209,14204,Andijan,10540.44,10518.99,0.002039
2021-02-09,1,2,2021,9,1,0.0,0,0,1268811,14271,Fergana,10530.83,10540.44,-0.000912
2021-02-10,2,2,2021,10,1,0.0,1,0,1472717,13853,Samarkand,10530.83,10540.44,-0.000912
2021-02-11,3,2,2021,11,1,0.0,0,0,1267245,15680,Samarkand,10530.83,10540.44,-0.000912
2021-02-12,4,2,2021,12,1,0.0,0,0,1285154,14498,Tashkent,10530.83,10540.44,-0.000912
2021-02-13,5,2,2021,13,1,0.0,0,0,989724,14991,Samarkand,10530.83,10540.44,-0.000912
2021-02-14,6,2,2021,14,1,0.0,0,0,905819,14256,Samarkand,10530.83,10540.44,-0.000912
2021-02-15,0,2,2021,15,1,0.0,0,0,1204117,13259,Samarkand,10530.83,10540.44,-0.000912
2021-02-16,1,2,2021,16,1,0.0,0,0,1228954,14935,Tashkent,10540.09,10530.83,0.000879
2021-02-17,2,2,2021,17,1,0.0,0,0,1238600,13193,Tashkent,10527.18,10530.83,-0.000347
2021-02-18,3,2,2021,18,1,0.0,0,0,1274224,14671,Tashkent,10521.48,10530.83,-0.000888
2021-02-19,4,2,2021,19,1,0.0,0,0,1253258,13635,Andijan,10514.58,10530.83,-0.001543
2021-02-20,5,2,2021,20,1,0.0,0,0,919577,16323,Tashkent,10514.58,10530.83,-0.001543
2021-02-21,6,2,2021,21,1,0.0,0,0,987080,15466,Samarkand,10514.58,10530.83,-0.001543
2021-02-22,0,2,2021,22,1,0.0,0,0,1278060,14825,Tashkent,10532.27,10530.83,0.000137
